Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.58395,54.50023,63.01978,69.92226,67.23956,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.90895,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Panama,PAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.59073,30.8513,28.47303,31.57496,..,25.80472,..,..,..,..,..,..,19.50707,18.73802,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Paraguay,PRY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.82997,36.78955,21.18613,22.7239,17.60532,..,..,17.41706,..,..,14.26133,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Peru,PER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.39289,12.70191,12.66781,9.36281,11.30361,..,..,..,..,..,..,..,..,..,10.37422,10.88362,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.4768,..,..,14.47821,13.42389,14.11128,13.7761,12.17696,11.19786,..,9.28273,9.71651,10.56665,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.99816,20.86802,17.49334,18.02418,21.06039,19.66127,21.2374,21.27606,16.93912,16.4316,18.22712,18.61018,20.43721,20.12839,22.51235,25.41659,26.48911,28.11992,25.41068,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.96595,25.76338,26.2307,23.78989,24.84234,22.04932,25.33618,26.77534,32.0895,25.4724,29.20305,30.01118,26.87704,..,25.06298,26.89935,26.90651,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.02041,33.27516,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.42157,26.0169,23.40972,22.04941,23.43859,22.90097,24.58628,21.8697,20.9931,20.16143,19.57137,22.92328,19.26711,24.87677,24.0546,26.09842,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.96867,10.95492,11.90786,11.43514,10.87134,12.66075,13.21028,..,14.32585,..,..,..,15.24804,16.45398,..,18.77948,19.82112,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1150.77138,..,..,..,..,300.20265,..,244.54516,199.86622,..,173.51484,116.61996,88.41959,94.92863,..,107.95651,..,..,97.65851,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,188.62602,121.00249,187.59817,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.51186,8.72047,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,135.53961,..,41.93097,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.4747,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,167.27013,161.23154,..,128.59092,165.83551,191.35265,144.37938,134.91446,196.56276,165.66626,176.3571,143.13554,..,131.01343,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.65057,37.5169,38.4532,40.46815,39.16333,37.68856,..,..,33.58741,29.57195,29.78442,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,..,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.06209,18.43209,8.79479,..,70.70674,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.51476,25.24015,25.23741,23.1426,24.86011,20.95304,..,..,..,23.54145,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.28855,..,32.34944,28.20551,30.24759,30.28029,28.17706,31.37897,23.41832,23.86542,18.98153,17.79834,18.18657,18.56976,22.08985,26.93199,31.19209,33.17606,42.08415,27.60007,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.27497,25.075,24.99642,24.43072,21.91823,21.2182,20.71162,20.82911,24.07962,23.85399,25.80786,23.72584,23.84235,23.72155,23.84036,24.3256,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.20118,38.19787,40.02283,..,46.83211,47.9767,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.62106,19.38165,20.18436,20.93246,21.35733,22.17697,22.15535,22.28554,23.01221,24.62767,26.80364,28.60976,27.99309,27.3279,23.84988,23.29205,22.98794,22.91741,21.81691,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.85289,27.04113,21.08954,23.67263,26.8462,29.412,30.52166,26.60908,31.55806,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.84161,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.13302,15.31342,12.6902,..,..,..,..,..,..,0,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.97767,49.35435,47.34424,46.49734,46.14802,42.7137,40.00729,38.13697,36.87251,36.26481,39.06096,42.34718,39.56612,38.42777,42.38743,43.45347,43.82746,43.11866,43.24651,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.30925,49.83525,48.8117,50.72625,55.13934,59.04268,57.3849,50.31276,48.16911,42.27089,39.80314,42.03798,39.23296,39.66926,41.6314,40.54859,40.97992,37.67913,37.4052,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.29088,102.80269,81.98551,..,47.50408,43.69093,45.47164,49.40899,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.73004,10.05308,7.19128,11.83002,9.31537,10.10801,18.76263,18.8744,15.52794,13.30391,18.22329,19.117,..,19.56957,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,547.01464,541.49376,..,725.67009,..,..,631.6187,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Thailand,THA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.55657,45.13241,..,35.33598,31.67986,..,..,23.98612,23.68337,27.06107,..,20.3411,20.63746,16.03965,19.3805,18.2528,18.17357,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.31905,15.06173,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Togo,TGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,280.73061,..,..,..,..,..,..,..,..,137.07093,..,..,78.65386,71.72394,89.39615,98.98592,111.34646,91.09807,81.64483,77.17135,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,126.53,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Tunisia,TUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.22433,..,83.68622,72.41935,64.58462,57.4548,60.77918,59.33788,48.12954,46.94302,47.55889,45.76097,50.31755,50.64414,..,53.35777,57.85019,55.13643,54.74251,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Turkiye,TUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.24444,..,34.09401,36.04356,32.14899,28.61458,..,25.74749,..,..,..,..,..,42.71303,41.19523,38.48285,32.269,35.28416,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.56158,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Uganda,UGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,172.84059,..,..,..,..,85.14325,82.72859,74.28615,91.44465,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.48026,37.27235,41.7101,36.08012,32.4591,32.3289,32.35391,30.54817,32.96606,39.01139,..,37.75878,41.36357,43.85232,37.10283,..,38.53561,34.46536,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.90508,22.71169,20.67319,20.34455,25.48431,24.79769,24.37405,29.03337,26.05054,22.14017,20.34569,18.77949,23.64564,31.421,..,40.20748,41.20273,35.35066,37.99046,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.83643,20.04063,21.89296,20.41236,21.16585,21.52057,19.42953,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Uruguay,URY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.299,18.29396,19.9821,16.48078,17.08454,18.97252,17.7881,18.58317,..,..,..,..,29.16904,..,..,..,..,25.19618,25.38864,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,117.80818,145.85188,262.57856,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.51275,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Vietnam,VNM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.4484,32.24791,32.38883,30.19274,32.57868,34.21589,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,Zambia,ZMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
